News Highlights,Publisher Name,Publisher Gmail,Publisher Twitter,News URL,Date,News Image
"Natural disasters drive inflation, study finds",WESTER VAN GAAL,mailto:wvg@euobserver.com,https://twitter.com/Westervangaal,https://euobserver.com/green-economy/152870,"BRUSSELS, 10. SEP 2021, 07:09",https://media.euobserver.com/e3b5afea78dab8dcd5fb758273461bae-800x.jpg
"Fake corona-passes on sale in France, amid talk of third jabs",ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/health-and-society/152686,"BRUSSELS, 19. AUG 2021, 09:16",https://media.euobserver.com/7da995cd81e70afbaea86d682cb957c9-800x.jpg
The EU was wrong not to send election observers to Ethiopia,MESFIN TEGENU,none,none,https://euobserver.com/opinion/152293,"WASHINGTON, 30. JUN 2021, 07:04",https://media.euobserver.com/0f2ec303cce28e6b4e9a8474edbce0d0-800x.jpg
Hungary's nuclear power plant expansion unnerves Austria,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/green-economy/152035,"BRUSSELS, 7. JUN 2021, 07:01",https://media.euobserver.com/173ba4bbb82812618183dc3aad9698b7-800x.jpg
Merkel 'open' to EU treaty change on health,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/rule-of-law/151627,"BRUSSELS, 22. APR 2021, 07:04",https://media.euobserver.com/95b4cc00fdd5b3f49ea13d5a80c03e81-800x.jpg
Travel certificates back on the agenda This WEEK,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/agenda/151496,"BRUSSELS, 12. APR 2021, 07:11",https://media.euobserver.com/82062b46567bbfd8ab07696fb9aa9dd7-800x.jpg
Why Germans understand the EU best,CAROLINE DE GRUYTER,none,none,https://euobserver.com/opinion/151461,"OSLO, 7. APR 2021, 07:02",none
World leaders urge readiness for next pandemic: 'Time to act',ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/health-and-society/151406,"BRUSSELS, 31. MAR 2021, 07:05",https://media.euobserver.com/3289ebff8f69bc8d2641a316794e657d-800x.jpg
EU wants large firms to report on gender pay-gap or face fines,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/eu-political/151135,"BRUSSELS, 5. MAR 2021, 07:03",https://media.euobserver.com/c02975fb045619d5fffd1d56e8e48071-800x.jpg
The story of the EU's plastic packaging conflict of interests,BENEDICT WERMTER AND ISABELLE VANHOUTTE,none,none,https://euobserver.com/green-economy/151010,"BRUSSELS/BERLIN, 24. FEB 2021, 07:14",https://media.euobserver.com/e6a76d9322910fe2e1e4dfc2d4b3ef5c-800x.jpg
NGO rebuts Athens' charge of aiding people smugglers,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/migration/150316,"BRUSSELS, 9. DEC 2020, 07:02",https://media.euobserver.com/24889f16d31e8338c9cd562a7e4b85d7-800x.jpg
"Google, Fitbit, and a big decision for EU Commission",TANYA O’CARROLL,none,none,https://euobserver.com/opinion/150261,"LONDON, 4. DEC 2020, 07:11",https://media.euobserver.com/05a268f6122372d1e23a50aee63d7156-800x.jpg
EU's opportunity to curb online politics ads,SAM VAN DER STAAK,none,none,https://euobserver.com/opinion/150226,"STOCKHOLM, 2. DEC 2020, 07:06",https://media.euobserver.com/f9fdca1790698fb48b948d7e714c3091-800x.jpg
"EU unveils new data rules, including 'data-altruism' clause",ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/digital/150191,"BRUSSELS, 26. NOV 2020, 07:04",https://media.euobserver.com/707a066cd8f55ad3e08113d713e254db-800x.jpg
EU vs US tech agenda under Biden,ZUZANA PISOŇ,none,none,https://euobserver.com/opinion/150066,"BRATISLAVA, 16. NOV 2020, 07:06",https://media.euobserver.com/42f56eac05fbc41db366d8c2a2fdf448-800x.jpg
I'm an 'election observer' - but what do we actually do?,LAURA THORNTON,none,none,https://euobserver.com/opinion/149853,"STOCKHOLM, 30. OCT 2020, 07:02",https://media.euobserver.com/c5818488c58dd36427e6949c49a8e734-800x.jpg
How EU can help end Uighur forced labour,OMER KANAT,none,none,https://euobserver.com/opinion/149364,"WASHINGTON, 11. SEP 2020, 07:04",https://media.euobserver.com/eb9309d55789b3bd5b9e680a56b43344-800x.jpg
Green groups demand CAP now aligns with EU Green Deal,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/green-economy/148992,"BRUSSELS, 22. JUL 2020, 07:10",https://media.euobserver.com/ca2806ece6c919e461d90c54120bd910-800x.jpg
EU 'in-person' summit plus key data privacy ruling This WEEK,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/agenda/148916,"BRUSSELS, 13. JUL 2020, 07:20",https://media.euobserver.com/5ad4c06e816967de6fda461231c80f03-800x.jpg
China's post-Covid 19 'techno-nationalist' industrial policy,REBECCA ARCESATI AND MARTIJN RASSER,none,none,https://euobserver.com/opinion/148449,"BERLIN/WASHINGTON, 29. MAY 2020, 07:10",https://media.euobserver.com/834c7f295751b33a2d62dc17dd5a24ca-800x.jpg
Coronavirus exposes increase in violence targeting women,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/health-and-society/148221,"BRUSSELS, 30. APR 2020, 07:04",https://media.euobserver.com/1a98ffacb2ddeeed0ae217c34fa6e64f-800x.jpg
"Extremists inciting pandemic violence, Belgian spies warn",ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/health-and-society/148209,"BRUSSELS, 29. APR 2020, 07:00",https://media.euobserver.com/e65fcc5df83a17198010027899556ece-800x.jpg
Hungary and Poland in spotlight for lockdown moves,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/eu-political/148174,"BRUSSELS, 24. APR 2020, 15:20",https://media.euobserver.com/4f6423acd48e9582dd0593c6ebd26b77-800x.jpg
Contact-tracing apps: a major test for privacy in Europe,ANNA BACCIARELLI,none,none,https://euobserver.com/opinion/148160,"LONDON, 24. APR 2020, 07:03",https://media.euobserver.com/042ccb012752b98d506ed3a12834b342-800x.jpg
EU countries start delicate ease of lockdowns,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/health-and-society/148061,"BRUSSELS, 15. APR 2020, 07:04",https://media.euobserver.com/8bffd1ea36a759369375a69d69c6314c-800x.jpg
Airbnb flats become long-term rentals in coronavirus fix,JOSE MIGUEL CALATAYUD,none,none,https://euobserver.com/health-and-society/148035,"BRUSSELS, 14. APR 2020, 07:02",https://media.euobserver.com/a032b391c860e63d14b63a0e604dc49b-800x.jpg
EU leaders seek 'exit strategies' as infections slow,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/health-and-society/147998,"BRUSSELS, 7. APR 2020, 07:09",https://media.euobserver.com/d3b8b3b4a1c58ec55cb28cfcf1fbea9f-800x.jpg
Only democracy can fight epidemics,MICHAEL MEYER-RESENDE,none,none,https://euobserver.com/opinion/147867,"BERLIN, 25. MAR 2020, 07:07",none
First 100 days: Digital and Green Deal policies hit by crises,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/eu-political/147678,"BRUSSELS, 10. MAR 2020, 07:17",https://media.euobserver.com/edf9d27a51ce09dc1fe47618f5df75dc-800x.jpg
"China celebrates women's day, despite corona epidemic",KOERT DEBEUF,none,none,https://euobserver.com/stakeholders/147660,"BRUSSELS, 7. MAR 2020, 18:43",https://media.euobserver.com/298a70f9db464a40ce8fb970ba117b38-800x.jpg
MEPs slam UK for violating EU police database,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/147084,"BRUSSELS, 10. JAN 2020, 07:04",https://media.euobserver.com/ef13ec7f711a4298ab982a5e93a7e16b-800x.jpg
Europe quietly becoming a spy superpower,THORSTEN WETZLING,none,none,https://euobserver.com/opinion/146376,"BERLIN, 23. OCT 2019, 17:35",https://media.euobserver.com/f44733b19d2c0179f8ded77363df9855-800x.jpg
EU parliament quietly keeps visitors' wi-fi data,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/eu-political/146270,"BRUSSELS, 17. OCT 2019, 08:55",https://media.euobserver.com/a6daf5fdb3ac54bfeb765d0038b6d937-800x.jpg
Are commissioner grillings going too far?,GYÖRGY SCHÖPFLIN,none,none,https://euobserver.com/opinion/146169,"BRUSSELS, 8. OCT 2019, 08:46",https://media.euobserver.com/8a0d6efa51deeda1086e5dc814d8fc91-800x.jpg
"Belgium's EU nominee sails through, despite allegations",ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/rule-of-law/146143,"BRUSSELS, 2. OCT 2019, 16:35",https://media.euobserver.com/1d1a04df531b6ea9de2103b0309261b8-800x.jpg
The truth and reality of China's social credit system,FAN ZHENGJIE AND ZHANG BEI,none,none,https://euobserver.com/stakeholders/145779,"BRUSSELS, 30. AUG 2019, 17:09",https://media.euobserver.com/84673eb8d98d5bdaff8ade06e4d48c7f-800x.jpg
UK taking 'steps' after illegal copying of EU Schengen data,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/145530,"BRUSSELS, 25. JUL 2019, 09:22",https://media.euobserver.com/d329fb2c84ddf60a70d21792e8a660b4-800x.jpg
"EU defends US data pact, as Facebook court case opens",NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/145401,"BRUSSELS, 9. JUL 2019, 17:06",https://media.euobserver.com/cfc32c9bdb2584cd9387fc790808ca89-800x.jpg
Porsche told EU not to publish diesel emission result,PETER TEFFER,none,none,https://euobserver.com/dieselgate/145088,"BRUSSELS, 8. JUN 2019, 09:24",https://media.euobserver.com/872e1eabd904bd2051493e9f9e99fce0-800x.jpg
Finland spearheads EU plan for digital revolution,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/green-economy/144289,"BRUSSELS, 28. FEB 2019, 09:08",https://media.euobserver.com/ee3e3c0a1491c26570ac91901bb16144-800x.jpg
Digital 'Iron Curtain' makes no sense in 5G era,ZHANG MING,none,none,https://euobserver.com/stakeholders/144260,"BRUSSELS, 26. FEB 2019, 15:40",https://media.euobserver.com/dc154b5cf9d88431dc589ae5dcc7e16e-800x.jpg
Graft at home overshadows Romania's EU presidency,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/143810,"BRUSSELS, 2. JAN 2019, 09:19",https://media.euobserver.com/d92707939a7a190406fdce90f1adac5e-800x.jpg
EU in sudden turmoil over UN migration pact,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/migration/143597,"BRUSSELS, 4. DEC 2018, 17:57",https://media.euobserver.com/87b95f267810c941d35c2cc1a4e17fbf-800x.jpg
UK's May moves towards 'soft' Brexit,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/world/142363,"BRUSSELS, 12. JUL 2018, 16:48",https://media.euobserver.com/b5cd908dd2fa60e64c764ef29a2ee152-800x.jpg
Europe's tech race - trying to keep pace with US and China,CRAIG J. WILLY,none,none,https://euobserver.com/opinion/142056,"BRUSSELS, 22. JUN 2018, 15:12",https://media.euobserver.com/f90ca570c0c0b8f9729089c191664dcc-800x.jpg
UK unlawfully copying data from EU police system,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/141919,"BRUSSELS, 28. MAY 2018, 17:49",https://media.euobserver.com/0b7b50f34f77258fc6b1b7f81b731883-800x.jpg
New GDPR enforcer says complaints imminent,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/141903,"BRUSSELS, 25. MAY 2018, 09:29",https://media.euobserver.com/8491ab7ce3a44aa0c2e8eb5cce33a39f-800x.jpg
Funding for European values needs radical changes,ISRAEL BUTLER,none,none,https://euobserver.com/opinion/141832,"BRUSSELS, 23. MAY 2018, 16:26",https://media.euobserver.com/aff2e324a0f569fd2bd7e5d99ed210ac-800x.jpg
Whistleblowers could be enforcers of rule of law in Europe,VIGJILENCA ABAZI AND ALBERTO ALEMANNO,none,none,https://euobserver.com/opinion/141696,"MAASTRICHT, PARIS, 25. APR 2018, 17:23",https://media.euobserver.com/5a77cae5e50e2929873175b8c7f99c84-800x.jpg
EU in race to set global Artificial Intelligence ethics standards,PETER TEFFER,none,none,https://euobserver.com/digital/141681,"BRUSSELS, 25. APR 2018, 07:57",https://media.euobserver.com/53f7bd6ec838ee16f488a67862f634be-800x.jpg
It's time we lost our 'cyber-naivety',ANNELEEN VAN BOSSUYT MEP,none,none,https://euobserver.com/opinion/141476,"BRUSSELS, 29. MAR 2018, 09:19",https://media.euobserver.com/1e72aeb01e54a1166dbfeec2a77c2a7d-800x.jpg
Rushed US Cloud Act triggers EU backlash,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/141446,"BRUSSELS, 26. MAR 2018, 17:31",https://media.euobserver.com/918a966edc21065207b9453c0962693d-800x.jpg
Trump tariffs: Europe - we have a problem,HENRIK MUELLER,none,none,https://euobserver.com/opinion/141296,"DORTMUND, 13. MAR 2018, 09:59",https://media.euobserver.com/b45737759d2a0a94d05f46d3a936368f-800x.jpg
Cigarette-smuggling expert asks MEPs not to veto new bill,PETER TEFFER,none,none,https://euobserver.com/health-and-society/140876,"BRUSSELS, 7. FEB 2018, 08:06",https://media.euobserver.com/c227f44dc330ee214dde8303ef13459d-800x.jpg
Watchdogs concerned by EU-US data pact,PETER TEFFER,none,none,https://euobserver.com/rule-of-law/140172,"BRUSSELS, 6. DEC 2017, 09:29",https://media.euobserver.com/9cd1af1d1cd5e8c20dd9c6ef2046b401-800x.jpg
Uber may face fines in EU for keeping data breach secret,PETER TEFFER,none,none,https://euobserver.com/digital/139975,"BRUSSELS, 22. NOV 2017, 11:24",https://media.euobserver.com/62f7d37cfc92132a8913f6ea92f30210-800x.jpg
Mind the gap: inequality in our cities,LAIA ORTIZ,none,none,https://euobserver.com/opinion/139913,"BARCELONA, 17. NOV 2017, 12:51",https://media.euobserver.com/4b24c95d04ae85ed563d5d6acce5116f-800x.jpg
Malta denies secrecy in 'Paradise Papers' leak,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/139765,"BRUSSELS, 6. NOV 2017, 16:46",https://media.euobserver.com/cf76c95be1da5dc32082aeea25369112-800x.jpg
The ECB: EU's 'bad bank' (for its employees),JEAN COMTE,none,none,https://euobserver.com/investigations/139703,"FRANKFURT, 2. NOV 2017, 11:52",https://media.euobserver.com/f9e8a61740f7d922ce09ed103c2916f6-800x.jpg
UK tech worried over post-Brexit data sharing,BENJAMIN FOX,none,none,https://euobserver.com/rule-of-law/139719,"LONDON, 2. NOV 2017, 07:37",https://media.euobserver.com/d4df1726565982c3825a2f2308a8ef83-800x.jpg
Digital debate will be first test of Tusk's new policy crowbar,PETER TEFFER,none,none,https://euobserver.com/digital/139552,"BRUSSELS, 19. OCT 2017, 21:49",https://media.euobserver.com/042ccb012752b98d506ed3a12834b342-800x.jpg
EU gives thumbs up to US data pact,CATERINA TANI,none,none,https://euobserver.com/rule-of-law/139525,"BRUSSELS, 18. OCT 2017, 19:09",https://media.euobserver.com/29cc154460f6e2b7e2f7e3969455c558-800x.jpg
Rights charter in limbo during Brexit spats,BENJAMIN FOX,none,none,https://euobserver.com/world/139441,"LONDON, 16. OCT 2017, 08:31",https://media.euobserver.com/eb8dd34d6c0d92dd148497458cf63681-800x.jpg
Catalonia's separatists claim victory after violent day,HELENA SPONGENBERG AND ERIC MAURICE,none,none,https://euobserver.com/eu-political/139228,"BARCELONA AND BRUSSELS, 2. OCT 2017, 09:01",https://media.euobserver.com/0d096eef5674c1d7e51a622a01c18d85-800x.jpg
Spain and Catalonia in referendum showdown,HELENA SPONGENBERG,none,none,https://euobserver.com/eu-political/139223,"BARCELONA, 30. SEP 2017, 07:39",https://media.euobserver.com/e0a79c0a847c184817d05597b3ea5366-800x.jpg
US tests EU patience over Privacy Shield,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/139143,"BRUSSELS, 25. SEP 2017, 17:40",https://media.euobserver.com/ee9e5e6cf4925b9d9cb822e24ad55904-800x.jpg
EU agency to fight election hacking,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/rule-of-law/139072,"BRUSSELS, 19. SEP 2017, 17:19",https://media.euobserver.com/908e9a54b733347308fdef947689466b-800x.jpg
MEPs to raise alarm on Fukushima food imports,PETER TEFFER,none,none,https://euobserver.com/green-economy/138902,"BRUSSELS, 6. SEP 2017, 09:29",https://media.euobserver.com/0cc12c3df0671d04bce317e28bc3fccd-800x.jpg
UK pushes for stage two of Brexit talks,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/world/138831,"BRUSSELS, 30. AUG 2017, 09:16",https://media.euobserver.com/e63f9f67207df471a7874e8a76527a33-800x.jpg
Does the EU live up to its promises on life sciences?,STEVE BRIDGES,none,none,https://euobserver.com/health-and-society/138800,"BRUSSELS, 28. AUG 2017, 07:03",https://media.euobserver.com/603dd5ffb94ba9549f2287a1cf3657fc-800x.jpg
UK to 'align' with EU on data protection,PETER TEFFER,none,none,https://euobserver.com/world/138788,"BRUSSELS, 24. AUG 2017, 09:04",https://media.euobserver.com/863f374bfdc9ba8da777617a9ed19fef-800x.jpg
Holiday season means risk of tropical diseases in Europe,STEVE BRIDGES,none,none,https://euobserver.com/health-and-society/138689,"BRUSSELS, 9. AUG 2017, 17:03",https://media.euobserver.com/f66959ee540525d67d8e90cc9035df8e-800x.jpg
EU could drive global innovation in Earth observation data,NICK WALLACE,none,none,https://euobserver.com/digital/138482,"BRUSSELS, 11. JUL 2017, 17:03",https://media.euobserver.com/885cf8493bed38d85e14221e145903f8-800x.jpg
Germany expects Russian leaking to start in 'weeks',ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/world/138439,"BRUSSELS, 5. JUL 2017, 09:26",https://media.euobserver.com/c1a51f4572b99d837b29f3830eea3557-800x.jpg
EU pressures firms to tackle online terrorism,PETER TEFFER AND ALEKSANDRA ERIKSSON,none,none,https://euobserver.com/rule-of-law/138321,"BRUSSELS, 22. JUN 2017, 22:02",https://media.euobserver.com/e99bb611eace2548b3ebcae59634bf4a-800x.jpg
France and UK forge online counter-terror plan,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/138223,"BRUSSELS, 14. JUN 2017, 09:28",https://media.euobserver.com/548c528819b80b0003c0a01002d9e48e-800x.jpg
The discreet banker of Africa development,"ADRIANA HOMOLOVA, LAURENCE SOUSTRAS AND DAVID SANTIAGO TARAZONA PATARROYO",none,none,https://euobserver.com/investigations/137960,"LUXEMBOURG, 2. JUN 2017, 08:57",https://media.euobserver.com/08319bd55c994ba64903f5144be1284d-800x.jpg
"Air pollution, Europe's largest environmental health hazard",MICHELLE PERRETT,none,none,https://euobserver.com/health-and-society/137757,"LONDON, 3. MAY 2017, 15:52",https://media.euobserver.com/5e65a9a430ebce9887e4c07218974c72-800x.jpg
"Internal border controls to end in six months, says EU",NIKOLAJ NIELSEN AND ALEKSANDRA ERIKSSON,none,none,https://euobserver.com/rule-of-law/137748,"BRUSSELS, 3. MAY 2017, 09:01",https://media.euobserver.com/6e6cc205646bacaf9d50acf16c5147a4-800x.jpg
European states still top media freedom list,PETER TEFFER,none,none,https://euobserver.com/rule-of-law/137681,"BRUSSELS, 26. APR 2017, 09:22",https://media.euobserver.com/f4421b2539c0a39255b6d306e03aa09b-800x.jpg
Don't let circular economy become a health hazard,JOHANNA SANDAHL AND THERESE JACOBSON,none,none,https://euobserver.com/opinion/137437,"STOCKHOLM, 3. APR 2017, 09:08",https://media.euobserver.com/acea219f176f191a93e629edcc6d9eed-800x.jpg
EU trying to salvage US deal on data privacy,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/137438,"BRUSSELS, 30. MAR 2017, 09:27",https://media.euobserver.com/81197f34e53cae0f5af311b50b2ec3b6-800x.jpg
More hype than substance in EU counter-terror plans,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/137320,"BRUSSELS, 21. MAR 2017, 19:18",https://media.euobserver.com/8718077555ca30c416fd5f9b65c52a7b-800x.jpg
Greek bailout talks to 'intensify',ERIC MAURICE,none,none,https://euobserver.com/green-economy/137304,"BRUSSELS, 21. MAR 2017, 09:12",https://media.euobserver.com/7dde9ebd3ba7be91bb49a211ee203b14-800x.jpg
Trump's anti-privacy order stirs EU angst,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/136699,"VALLETTA, MALTA, 27. JAN 2017, 15:02",https://media.euobserver.com/4198642ea07cee172746240797dd165d-800x.jpg
"Blanket data retention is illegal under EU law, court says",ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/rule-of-law/136379,"BRUSSELS, 21. DEC 2016, 17:35",https://media.euobserver.com/292679aec18a339ee24522ff4c0eecbf-800x.jpg
Right-wing extremism fuelled by a sick society,GORAN BULDIOSKI,none,none,https://euobserver.com/opinion/135967,"BUDAPEST, 21. NOV 2016, 09:26",https://media.euobserver.com/6b7d94cd99b6fdbf70e5008847201791-800x.jpg
Commission delays legal action on car emissions,PETER TEFFER,none,none,https://euobserver.com/dieselgate/135946,"BRUSSELS, 18. NOV 2016, 09:10",https://media.euobserver.com/4bd1626639a5fbd41e1cdb8f99961bfc-800x.jpg
Can EU laws tackle smuggling and forging?,CRAIG STOBIE,none,none,https://euobserver.com/opinion/135754,"BRUSSELS, 3. NOV 2016, 16:25",https://media.euobserver.com/9b6ae120b5308a53f3982831788a2a7b-800x.jpg
On-road emissions tests: How EU failed to change to the fast lane,PETER TEFFER,none,none,https://euobserver.com/dieselgate/135711,"BRUSSELS/BERLIN, 28. OCT 2016, 17:57",https://media.euobserver.com/acdbed4ac557d33e49761274a1ae27b8-800x.jpg
EU's gender equality progress under threat of conservatism,PARTY OF EUROPEAN SOCIALISTS,none,none,https://euobserver.com/stakeholders/135671,"BRUSSELS, 27. OCT 2016, 07:44",https://media.euobserver.com/59dca376da05844c0670ea5bd5d05507-800x.jpg
Wallonia still refuses to buy Ceta 'cat in a bag',ERIC MAURICE,none,none,https://euobserver.com/green-economy/135603,"BRUSSELS, 21. OCT 2016, 13:45",https://media.euobserver.com/04648bc7a87ca23a8b04050fb570afa3-800x.jpg
Dieselgate shows weakness of EU federalism-lite,PETER TEFFER,none,none,https://euobserver.com/dieselgate/134257,"BRUSSELS, 18. JUL 2016, 09:20",https://media.euobserver.com/c934e1392c8c01d42548e31346654955-800x.jpg
EU should call out Bangladesh on workers' rights,CLAIRE IVERS,none,none,https://euobserver.com/opinion/133285,"BRUSSELS, 29. APR 2016, 18:11",https://media.euobserver.com/a35a5b8e6312eee1159474580638ac45-800x.jpg
How Cameron's EU referendum silenced left-wing Britain,BENJAMIN FOX,none,none,https://euobserver.com/eu-political/133251,"LONDON, 28. APR 2016, 15:25",https://media.euobserver.com/5bd82ca6347a9b847c50de5912f97836-800x.jpg
European experts to probe Polish police law,ALEKSANDRA ERIKSSON,none,none,https://euobserver.com/rule-of-law/133230,"BRUSSELS, 27. APR 2016, 09:31",https://media.euobserver.com/717db10393f1cf5d6be6e665cfc90a1e-800x.jpg
"EU and US duped on Russia corruption, film-maker claims",ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/world/133221,"BRUSSELS, 27. APR 2016, 09:29",https://media.euobserver.com/0340a46903cad3672d5ee9daedc72449-800x.jpg
Cracks emerge in EU US data 'shield',NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/132736,"BRUSSELS, 18. MAR 2016, 09:29",https://media.euobserver.com/8d1436f370547791a20044c26d3422ee-800x.jpg
Poles must defend hard-won democracy,MARTIN MYCIELSKI,none,none,https://euobserver.com/opinion/132433,"BRUSSELS, 26. FEB 2016, 17:12",https://media.euobserver.com/1538959013a45e342d6f95a76867063a-800x.jpg
CIA chief: US and Russian spies still working closely,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/rule-of-law/132452,"BRUSSELS, 25. FEB 2016, 09:29",https://media.euobserver.com/8718077555ca30c416fd5f9b65c52a7b-800x.jpg
UK offered legally binding EU commitments,ERIC MAURICE,none,none,https://euobserver.com/eu-political/132206,"BRUSSELS, 10. FEB 2016, 09:40",https://media.euobserver.com/bd84da695b5c3c6f8b6666af8fbd822b-800x.jpg
Legal limbo as EU-US data talks drag out,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/132092,"BRUSSELS, 2. FEB 2016, 06:33",https://media.euobserver.com/048f70531e20440ebaf2a17f41897c4c-800x.jpg
Big victories and rollbacks for data in year of terror,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/europe-in-review/131163,"BRUSSELS, 4. JAN 2016, 07:36",https://media.euobserver.com/67c09d4b84987a1366194894f678b3e2-800x.jpg
EU defends intelligence agencies in wake of attacks,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/131416,"BRUSSELS, 7. DEC 2015, 18:41",https://media.euobserver.com/a7678660a60ebde8184a1c60de8b73bd-800x.jpg
EU states could lose US visa waivers,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/rule-of-law/131409,"BRUSSELS, 7. DEC 2015, 09:16",https://media.euobserver.com/3c188978654cdcf167c4631b709e083f-800x.jpg
France seeks answers to security challenge,ERIC MAURICE,none,none,https://euobserver.com/eu-political/131122,"PARIS, 16. NOV 2015, 09:21",https://media.euobserver.com/2270b023d6c977762ebf955ae3720129-800x.jpg
Climate host Paris's green goals bogged down by bureaucracy,ERIC MAURICE,none,none,https://euobserver.com/regions/130298,"BRUSSELS, 2. NOV 2015, 07:00",https://media.euobserver.com/5d09e8a2be4d5e5a14062984c9a2634e-800x.jpg
Safe Harbour invalidation puts EU data in quarantine,CAMERON F. KERRY,none,none,https://euobserver.com/opinion/130816,"WASHINGTON D.C., 26. OCT 2015, 16:47",none
US firms face possible sanctions over Safe Harbour,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/digital/130588,"BRUSSELS, 7. OCT 2015, 16:51",https://media.euobserver.com/e2eff0b1cb9d63566a02200cd3d6336a-800x.jpg
LGBTI activist voices – is anyone in Europe listening?,"EVELYNE PARADIS, EXECUTIVE DIRECTOR OF ILGA-EUROPE",none,none,https://euobserver.com/health-and-society/129226,"BRUSSELS, 23. JUN 2015, 09:24",https://media.euobserver.com/4732811e339c3656d43ad5773822f41e-800x.jpg
